id,name,normalized_name,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title
fam-wd-q3869300,'Nzuddi,nzuddi,,cui-wd-q192786,Q3869300,'Nzuddi
fam-wd-q122963715,Obe ata,obe ata,,cui-wd-q7033037,Q122963715,Obe ata
fam-wd-q111046463,Obwarzanek krakowski,obwarzanek krakowski,,cui-wd-q756020,Q111046463,Obwarzanek krakowski
fam-wd-q25418402,Ốc vú nàng,oc vu nang,,,Q25418402,Ốc vú nàng
fam-wd-q107610602,oeuf mayonnaise,oeuf mayonnaise,,,Q107610602,Oeuf mayonnaise
fam-wd-q3594122,oeufs en meurette,oeufs en meurette,,,Q3594122,Oeufs en meurette
fam-wd-q26884006,Ofada rice,ofada rice,cat-rice-dishes-e5a0eea5,cui-wd-q7033037,Q26884006,Ofada rice
fam-wd-q113002838,Ofe Achara,ofe achara,,cui-wd-q7033037,Q113002838,Ofe Achara
fam-wd-q138854971,Ofe akwụ,ofe akwu,,cui-wd-q7033037,Q138854971,Ofe akwụ
fam-wd-q107357988,Ofe Oha,ofe oha,,cui-wd-q7033037,Q107357988,Oha soup
fam-wd-q107358874,Ofe Owerri,ofe owerri,,cui-wd-q7033037,Q107358874,Ofe Owerri
fam-wd-q113070410,Ofe Ujuju,ofe ujuju,,,Q113070410,Ofe Ujuju
fam-wd-q7079882,ogbono soup,ogbono soup,cat-soups-58c2caa7,cui-wd-q7033037,Q7079882,Ogbono soup
fam-wd-q7080021,ogi,ogi,,cui-wd-q7033037,Q7080021,Ogi (food)
fam-wd-q7080639,ohaw,ohaw,,cui-wd-q234138,Q7080639,Ohaw
fam-wd-q136486705,Ọjọjọ,ojojo,,cui-wd-q7033037,Q136486705,Ojojo
fam-wd-q28701751,okchundang,okchundang,,cui-wd-q647500,Q28701751,Okchun-dang
fam-wd-q1136876,Okinawa soba,okinawa soba,cat-noodle-dishes-f57723d0,cui-wd-q234138,Q1136876,Okinawa soba
fam-wd-q47004974,Okoho,okoho,,cui-wd-q7033037,Q47004974,Okoho
fam-wd-q19573431,okra soup,okra soup,cat-soups-58c2caa7,,Q19573431,Okra soup
fam-wd-q152536,oliebol,oliebol,,,Q152536,Oliebol
fam-wd-q3881787,olive all'ascolana,olive all ascolana,,cui-wd-q192786,Q3881787,Olive all'ascolana
fam-wd-q111283137,Olive bread,olive bread,cat-breads-and-loaves-c2814f9c,cui-wd-q192786,Q111283137,Olive bread
fam-wd-q7087232,olive loaf,olive loaf,cat-breads-and-loaves-c2814f9c,,Q7087232,Olive loaf
fam-wd-q281278,Olivier salad,olivier salad,cat-salads-aa3e870c,cui-russian-0a46376e,Q281278,Olivier salad
fam-wd-q17083249,Olluquito,olluquito,,cui-wd-q749847,Q17083249,Olluquito
fam-wd-q25206205,Omar,omar,,,Q25206205,Omar (candy)
fam-wd-q12492826,Ombus ombus,ombus ombus,,cui-wd-q787497,Q12492826,Ombusombus
fam-wd-q18357204,omo tuo,omo tuo,,,Q18357204,Omo tuo
fam-wd-q4192299,Oncom,oncom,,cui-wd-q787497,Q4192299,Oncom
fam-wd-q5262436,Onde-onde,onde onde,,cui-wd-q787497,Q5262436,Klepon
fam-wd-q244611,onion ring,onion ring,,cui-american-60d23958,Q244611,Onion ring
fam-wd-q453174,Onsen tamago,onsen tamago,,cui-wd-q234138,Q453174,Onsen tamago
fam-wd-q133504015,Onunu,onunu,,,Q133504015,Onunu
fam-wd-q7095366,Oondees,oondees,,,Q7095366,Oondees
fam-wd-q5366437,orange chicken,orange chicken,,cui-american-60d23958,Q5366437,Orange chicken
fam-wd-q985812,orange cuttlefish,orange cuttlefish,,,Q985812,Orange cuttlefish
fam-wd-q2916558,Orbit,orbit,,,Q2916558,Orbit (gum)
fam-wd-q23461185,organic chocolate,organic chocolate,cat-confections-and-sweets-33dd665f,,Q23461185,Organic chocolate
fam-wd-q1048130,oromo,oromo,,,Q1048130,Oromo (dish)
fam-wd-q17101058,Orzotto,orzotto,,cui-wd-q192786,Q17101058,Orzotto
fam-wd-q862557,osechi,osechi,,cui-wd-q234138,Q862557,Osechi
fam-wd-q28224446,Osmanthus cake,osmanthus cake,cat-cakes-and-gateaux-d8e29f50,,Q28224446,Osmanthus cake
fam-wd-q107498785,Ossa di morto,ossa di morto,,cui-wd-q192786,Q107498785,Ossa di morto
fam-wd-q7107438,ossetra,ossetra,,,Q7107438,Ossetra
fam-wd-q1057256,ossobuco,ossobuco,,cui-wd-q192786,Q1057256,Ossobuco
fam-wd-q1853883,ostkaka,ostkaka,,,Q1853883,Ostkaka
fam-wd-q3393853,'Ota 'ika,ota ika,,,Q3393853,'Ota 'ika
fam-wd-q3234931,otak-otak,otak otak,,cui-wd-q787497,Q3234931,Otak-otak
fam-wd-q30926481,Otchahoi,otchahoi,,cui-wd-q234138,Q30926481,Otchahoi
fam-wd-q113070503,Otong soup,otong soup,cat-soups-58c2caa7,cui-wd-q7033037,Q113070503,Otong soup
fam-wd-q7110241,Ouch!,ouch,,,Q7110241,Ouch! (gum)
fam-wd-q16683197,Oudnin el kadhi,oudnin el kadhi,,,Q16683197,Oudnin el kadhi
fam-wd-q614757,Ovelgönne bread roll,ovelgonne bread roll,cat-wraps-and-rolls-dd6f3471,,Q614757,Ovelgönne bread roll
fam-wd-q983032,ovos moles,ovos moles,,cui-wd-q180817,Q983032,Ovos moles
fam-wd-q17109263,Owo soup,owo soup,cat-soups-58c2caa7,cui-wd-q7033037,Q17109263,Owo soup
fam-wd-q1275331,oxtail,oxtail,,,Q1275331,Oxtail
fam-wd-q1304390,oyakodon,oyakodon,,cui-wd-q234138,Q1304390,Oyakodon
fam-wd-q6581424,paçanga,pacanga,,cui-wd-q654493,Q6581424,Paçanga böreği
fam-wd-q730298,pad thai,pad thai,cat-noodle-dishes-f57723d0,cui-wd-q841984,Q730298,Pad thai
fam-wd-q212121,paella,paella,cat-rice-dishes-e5a0eea5,cui-wd-q622512,Q212121,Paella
fam-wd-q60762918,Paelya,paelya,,cui-wd-q622512,Q60762918,Paelya
fam-wd-q55730267,Paensae,paensae,,,Q55730267,Paensae
fam-wd-q7124365,Pagit-pagit,pagit pagit,,,Q7124365,Pagit-pagit
fam-wd-q7124456,pagpag,pagpag,,,Q7124456,Pagpag
fam-wd-q125947773,Pain Suisse,pain suisse,,,Q125947773,Pain suisse
fam-wd-q16911615,palate cleanser,palate cleanser,,,Q16911615,Palate cleanser
fam-wd-q5360549,Palbochae,palbochae,,,Q5360549,Babaocai
fam-wd-q7127953,Pallubasa,pallubasa,,cui-wd-q787497,Q7127953,Pallubasa
fam-wd-q17005230,palm nut soup,palm nut soup,cat-soups-58c2caa7,cui-wd-q7033037,Q17005230,Palm nut soup
fam-wd-q18917789,pampushka,pampushka,,cui-wd-q1503789,Q18917789,Pampushka
fam-wd-q2919135,Pan-bagnat,pan bagnat,,cui-wd-q6661,Q2919135,Pan bagnat
fam-wd-q11697503,Pan de jamón,pan de jamon,,,Q11697503,Pan de jamón
fam-wd-q28668258,Pan meino,pan meino,,cui-wd-q192786,Q28668258,Pan meino
fam-wd-q7129763,panaculty,panaculty,,,Q7129763,Panackelty
fam-wd-q44541,pancake,pancake,cat-pancakes-and-crepes-283edd96,cui-american-60d23958,Q44541,Pancake
fam-wd-q107358612,Pancake,pancake,cat-pancakes-and-crepes-283edd96,cui-wd-q7033037,Q107358612,Sinasir
fam-wd-q16586694,pancotto,pancotto,,cui-wd-q192786,Q16586694,Pancotto
fam-wd-q48808905,Pane coi santi,pane coi santi,,cui-wd-q192786,Q48808905,Pane coi santi
fam-wd-q3893200,pane frattau,pane frattau,,cui-wd-q192786,Q3893200,Pane fratau
fam-wd-q2738934,panelle,panelle,,cui-wd-q192786,Q2738934,Panella
fam-wd-q130465645,Panhas,panhas,,cui-wd-q47629,Q130465645,Panhas
fam-wd-q2722122,Panipuri,panipuri,,cui-wd-q192087,Q2722122,Panipuri
fam-wd-q20508454,Panrkhash,panrkhash,,cui-wd-q684343,Q20508454,Panrkhash
fam-wd-q3350783,Panta bhat,panta bhat,,,Q3350783,Panta bhat
fam-wd-q973523,Pantteri,pantteri,,,Q973523,Pantteri
fam-wd-q7131930,Pantua,pantua,,,Q7131930,Pantua
fam-wd-q3396255,Pantxineta,pantxineta,,,Q3396255,Pantxineta
fam-wd-q60761825,Panyalam,panyalam,,cui-wd-q1520796,Q60761825,Panyalam
fam-wd-q2415718,panzanella,panzanella,,cui-wd-q192786,Q2415718,Panzanella
fam-wd-q106678690,Paofan,paofan,,,Q106678690,Paofan
fam-wd-q7132274,Paomo,paomo,cat-noodle-dishes-f57723d0,,Q7132274,Paomo
fam-wd-q432308,Papa a la Hancaina,papa a la hancaina,,cui-wd-q749847,Q432308,Papa a la huancaína
fam-wd-q918148,papad,papad,,cui-wd-q192087,Q918148,Papadam
fam-wd-q4272221,Papeda,papeda,,cui-wd-q787497,Q4272221,Papeda (food)
fam-wd-q7136846,Pares,pares,,cui-wd-q1520796,Q7136846,Pares (food)
fam-wd-q16910416,pârjoale,parjoale,,,Q16910416,Pârjoale
fam-wd-q7139220,Parmo,parmo,,,Q7139220,Parmo
fam-wd-q3896505,parrozzo,parrozzo,,cui-wd-q192786,Q3896505,Parrozzo
fam-wd-q7142949,pasta al pomodoro,pasta al pomodoro,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q7142949,Pasta al pomodoro
fam-wd-q55641393,pasta alla gricia,pasta alla gricia,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q55641393,Pasta alla gricia
fam-wd-q1761000,Pasta con le sarde,pasta con le sarde,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q1761000,Pasta con le sarde
fam-wd-q3897489,Pasta mollicata,pasta mollicata,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q3897489,Pasta mollicata
fam-wd-q3897472,pasta 'ncasciata,pasta ncasciata,cat-pasta-dishes-18ec3e4d,,Q3897472,Pasta 'ncasciata
fam-wd-q1052236,pasta salad,pasta salad,cat-pasta-dishes-18ec3e4d,,Q1052236,Pasta salad
fam-wd-q9056693,pastafrola,pastafrola,,cui-wd-q579500,Q9056693,Pastafrola
fam-wd-q891358,pastéis de Bacalhau,pasteis de bacalhau,,,Q891358,Bolinhos de bacalhau
fam-wd-q10345990,pastel de feijão,pastel de feijao,,cui-wd-q180817,Q10345990,Pastel de feijão
fam-wd-q118331971,pasteli,pasteli,,,Q118331971,Pasteli
fam-wd-q7143016,Pastitsada,pastitsada,,,Q7143016,Pastitsada
fam-wd-q2056399,pastırma,pastrma,,cui-wd-q654493,Q2056399,Pastirma
fam-wd-q5402844,Pataniscas,pataniscas,,cui-wd-q180817,Q5402844,Pataniscas
fam-wd-q6066244,patatas a lo pobre,patatas a lo pobre,,,Q6066244,Patatas a lo pobre
fam-wd-q60977870,Pâte à bombe,pate a bombe,cat-dips-and-spreads-3b58ecf2,,Q60977870,Pâte à bombe
fam-wd-q23907623,Pate acha,pate acha,cat-dips-and-spreads-3b58ecf2,cui-wd-q7033037,Q23907623,Pate acha
fam-wd-q16962929,Patoleo,patoleo,,cui-wd-q192087,Q16962929,Patoleo
fam-wd-q11076619,patriotic soup,patriotic soup,cat-soups-58c2caa7,,Q11076619,Patriotic soup
fam-wd-q3629971,Pav bhaji,pav bhaji,cat-snacks-and-street-food-7e6d6760,cui-wd-q192087,Q3629971,Pav bhaji
fam-wd-q10346967,pavê,pave,,,Q10346967,Pavê
fam-wd-q112967822,Pawpaw soup,pawpaw soup,cat-soups-58c2caa7,cui-wd-q7033037,Q112967822,Pawpaw soup
fam-wd-q7530248,paya,paya,,,Q7530248,Paya (food)
fam-wd-q7156549,Payday,payday,,,Q7156549,Payday (confection)
fam-wd-q367225,pea soup,pea soup,cat-soups-58c2caa7,,Q367225,Pea soup
fam-wd-q1369093,peanut butter and jelly sandwich,peanut butter and jelly sandwich,cat-sandwiches-116c3e15,cui-american-60d23958,Q1369093,Peanut butter and jelly sandwich
fam-wd-q117971950,peanut butter and pickle sandwich,peanut butter and pickle sandwich,cat-sandwiches-116c3e15,cui-american-60d23958,Q117971950,Peanut butter and pickle sandwich
fam-wd-q25005338,Peanut pie,peanut pie,cat-pies-and-pastries-eefde59e,cui-american-60d23958,Q25005338,Peanut pie
fam-wd-q120176394,peanuts and Coke,peanuts and coke,,,Q120176394,Peanuts and Coke
fam-wd-q123907368,Peas with salo,peas with salo,,cui-wd-q756020,Q123907368,Peas with salo
fam-wd-q5261363,pecel,pecel,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q5261363,Pecel
fam-wd-q27963899,Pecel pitik,pecel pitik,,cui-wd-q787497,Q27963899,Pecel ayam
fam-wd-q3898528,pecora alla callara,pecora alla callara,,cui-wd-q192786,Q3898528,Pecora alla callara
fam-wd-q742173,peixinhos da horta,peixinhos da horta,,,Q742173,Peixinhos da horta
fam-wd-q10978475,Pekasam,pekasam,,cui-wd-q787497,Q10978475,Pekasam
fam-wd-q4348190,Pelamushi,pelamushi,,cui-wd-q1199026,Q4348190,Pelamushi
fam-wd-q17590922,Pelau,pelau,,,Q17590922,Pelau
fam-wd-q130097,pemmican,pemmican,,,Q130097,Pemmican
fam-wd-q4200659,Pempek,pempek,,cui-wd-q787497,Q4200659,Pempek
fam-wd-q473271,pepernoot,pepernoot,,,Q473271,Pepernoot
fam-wd-q4887922,pepes,pepes,,cui-wd-q787497,Q4887922,Pepes
fam-wd-q7170363,Persimmon pudding,persimmon pudding,cat-puddings-and-custards-1664b0f1,cui-american-60d23958,Q7170363,Persimmon pudding
fam-wd-q27500854,Peruvian ceviche,peruvian ceviche,cat-salads-aa3e870c,cui-wd-q749847,Q27500854,Peruvian ceviche
fam-wd-q21781581,Peruvian pollada,peruvian pollada,,cui-wd-q749847,Q21781581,Peruvian pollada
fam-wd-q7171328,pesarattu,pesarattu,,,Q7171328,Pesarattu
fam-wd-q3080606,Pescado frito,pescado frito,,,Q3080606,Pescado frito
fam-wd-q7178377,Petit Salé,petit sale,,,Q7178377,Petit salé
fam-wd-q17051739,pfeffernusse,pfeffernusse,,,Q17051739,Pfeffernüsse
fam-wd-q2083470,Pfefferpotthast,pfefferpotthast,,cui-wd-q47629,Q2083470,Pfefferpotthast
fam-wd-q55629806,phat kaphrao,phat kaphrao,,cui-wd-q841984,Q55629806,Phat kaphrao
fam-wd-q48774226,Pheasant under glass,pheasant under glass,,,Q48774226,Pheasant under glass
fam-wd-q65087240,Philippine asado,philippine asado,,cui-wd-q1520796,Q65087240,Philippine asado
fam-wd-q110894306,Phirni,phirni,,cui-wd-q192087,Q110894306,Phirni
fam-wd-q136361024,Pholar,pholar,,,Q136361024,Pholar
fam-wd-q15840444,Pholourie,pholourie,,cui-wd-q192087,Q15840444,Pholourie
fam-wd-q564560,Phu Thê Cake,phu the cake,cat-cakes-and-gateaux-d8e29f50,cui-wd-q826059,Q564560,Bánh phu thê
fam-wd-q124617888,Piada dei morti,piada dei morti,,cui-wd-q192786,Q124617888,Piada dei morti
fam-wd-q59260812,picada,picada,,cui-wd-q579500,Q59260812,Picada (Rioplatense cuisine)
fam-wd-q17085540,pichi-pichi,pichi pichi,,cui-wd-q1520796,Q17085540,Pichi-pichi
fam-wd-q138024294,Pickle pizza,pickle pizza,cat-flatbreads-and-pizzas-f0961fe2,,Q138024294,Pickle pizza
fam-wd-q695101,pickled herring,pickled herring,,,Q695101,Pickled herring
fam-wd-q3382650,Pieds paquets,pieds paquets,,cui-wd-q6661,Q3382650,Pieds paquets
fam-wd-q2255787,pig head,pig head,,,Q2255787,Pig head
fam-wd-q105550816,pigs in a blanket,pigs in a blanket,,,Q105550816,Pigs in a blanket
fam-wd-q104094239,pigs in blankets,pigs in blankets,,,Q104094239,Pigs in blankets
fam-wd-q14116162,Pihlaja,pihlaja,,,Q14116162,Pihlaja
fam-wd-q7193747,pilaki,pilaki,,,Q7193747,Pilaki
fam-wd-q1452513,pincho,pincho,,,Q1452513,Pincho
fam-wd-q19738844,Pindang,pindang,,cui-wd-q787497,Q19738844,Pindang
fam-wd-q137609355,Pineapple shrimp balls,pineapple shrimp balls,cat-seafood-dishes-67642233,cui-wd-q707908,Q137609355,Pineapple shrimp balls
fam-wd-q11061604,Ping On Bun,ping on bun,cat-breads-and-loaves-c2814f9c,,Q11061604,Ping on bun
fam-wd-q1703574,pinnekjøtt,pinnekjtt,,,Q1703574,Pinnekjøtt
fam-wd-q3905339,pinza,pinza,,cui-wd-q192786,Q3905339,Pinza (dessert)
fam-wd-q1555816,Piperade,piperade,,,Q1555816,Piperade
fam-wd-q7197643,piracaldo,piracaldo,,,Q7197643,Piracaldo
fam-wd-q839910,pişmaniye,pismaniye,,cui-wd-q654493,Q839910,Pişmaniye
fam-wd-q1815839,Pissaladière,pissaladiere,,cui-wd-q6661,Q1815839,Pissaladière
fam-wd-q3905790,Pistiddu,pistiddu,,cui-wd-q192786,Q3905790,Pistiddu
fam-wd-q6502741,pitepalt,pitepalt,,,Q6502741,Pitepalt
fam-wd-q135646299,Pithali,pithali,,cui-wd-q4855470,Q135646299,Pithali
fam-wd-q3389336,pithivier,pithivier,,cui-wd-q6661,Q3389336,Pithivier
fam-wd-q3905837,Pitina,pitina,,cui-wd-q192786,Q3905837,Pitina
fam-wd-q2916235,Piyaz,piyaz,,cui-wd-q654493,Q2916235,Piyaz
fam-wd-q108327562,pizza in New York City,pizza in new york city,cat-flatbreads-and-pizzas-f0961fe2,,Q108327562,Pizza in New York City
fam-wd-q500724,Pizza Margherita,pizza margherita,cat-flatbreads-and-pizzas-f0961fe2,cui-wd-q192786,Q500724,Pizza Margherita
fam-wd-q91908928,pizza quattro formaggi,pizza quattro formaggi,cat-flatbreads-and-pizzas-f0961fe2,cui-wd-q192786,Q91908928,Pizza quattro formaggi
fam-wd-q18542598,Pizza quattro stagioni,pizza quattro stagioni,cat-flatbreads-and-pizzas-f0961fe2,cui-wd-q192786,Q18542598,Pizza quattro stagioni
fam-wd-q86665833,Pizza Rossini,pizza rossini,cat-flatbreads-and-pizzas-f0961fe2,,Q86665833,Pizza Rossini
fam-wd-q65077962,Pizzarello,pizzarello,,cui-wd-q192786,Q65077962,Pizzarello (food)
fam-wd-q2905237,Pkaila,pkaila,,cui-wd-q1328433,Q2905237,Pkaila
fam-wd-q7200291,Placenta cake,placenta cake,cat-cakes-and-gateaux-d8e29f50,,Q7200291,Placenta cake
fam-wd-q17747240,Pleah sach ko,pleah sach ko,,cui-wd-q139430,Q17747240,Pleah sach ko
fam-wd-q1506811,pølse,plse,,,Q1506811,Rød pølse
fam-wd-q4992018,po' boy,po boy,,cui-american-60d23958,Q4992018,Po' boy
fam-wd-q12492824,pohulpohul,pohulpohul,,cui-wd-q787497,Q12492824,Pohulpohul
fam-wd-q65049504,Poi,poi,,,Q65049504,Poi (dessert)
fam-wd-q25221878,Poke,poke,,,Q25221878,Poke (pudding)
fam-wd-q7208574,poke,poke,,cui-american-60d23958,Q7208574,Poke (dish)
fam-wd-q2101181,polbo á feira,polbo a feira,,,Q2101181,Polbo á feira
fam-wd-q5479684,polkagris,polkagris,,,Q5479684,Polkagris
fam-wd-q136700752,Pollo al carbon,pollo al carbon,,cui-wd-q207965,Q136700752,Pollo al carbón
fam-wd-q1328767,Polonaise,polonaise,,,Q1328767,Polonaise sauce
fam-wd-q6981917,pölsa,polsa,,,Q6981917,Pölsa
fam-wd-q10350921,Polvo à lagareiro,polvo a lagareiro,,cui-wd-q180817,Q10350921,Polvo à lagareiro
fam-wd-q2671459,polvoron,polvoron,,cui-wd-q622512,Q2671459,Polvorón
fam-wd-q2482979,Pom,pom,,,Q2482979,Pom (dish)
fam-wd-q13069284,Pon ye gyi,pon ye gyi,,,Q13069284,Pon ye gyi
fam-wd-q104856047,Pone,pone,,,Q104856047,Pone (food)
fam-wd-q135083928,Poorman's Meal,poorman s meal,,,Q135083928,Poorman's Meal
fam-wd-q7228884,Pootharekulu,pootharekulu,,cui-wd-q192087,Q7228884,Pootharekulu
fam-wd-q165112,popcorn,popcorn,,,Q165112,Popcorn
fam-wd-q17142904,poppyseed muffin,poppyseed muffin,,,Q17142904,Poppyseed muffin
fam-wd-q81615502,Poqui poqui,poqui poqui,,cui-wd-q1520796,Q81615502,Poqui poqui
fam-wd-q104858644,Porcupine meatballs,porcupine meatballs,,,Q104858644,Porcupine meatballs
fam-wd-q3695900,pork skin,pork skin,,,Q3695900,Pork rind
fam-wd-q2255703,pork tail,pork tail,,,Q2255703,Pork tail
fam-wd-q1137574,Porkkanalaatikko,porkkanalaatikko,,,Q1137574,Porkkanalaatikko
fam-wd-q7231310,Port sausage,port sausage,,cui-wd-q9943666,Q7231310,Sosis Bandari
fam-wd-q115801972,Possum pie,possum pie,cat-pies-and-pastries-eefde59e,,Q115801972,Possum pie
fam-wd-q173265,potato chip,potato chip,,,Q173265,Potato chips
fam-wd-q152981,potato pancake,potato pancake,cat-pancakes-and-crepes-283edd96,,Q152981,Potato pancake
fam-wd-q152964,potato salad,potato salad,cat-salads-aa3e870c,,Q152964,Potato salad
fam-wd-q966824,Potjevleesch,potjevleesch,,cui-belgian-f69a2115,Q966824,Potjevleesch
fam-wd-q396184,poutine,poutine,,,Q396184,Poutine
fam-wd-q116150719,Praline,praline,,cui-wd-q6661,Q116150719,Praline (nut confection)
fam-wd-q11826942,Prażonki,prazonki,,cui-wd-q756020,Q11826942,Prażonki
fam-wd-q1957955,Pretz,pretz,,cui-wd-q234138,Q1957955,Pretz
fam-wd-q18389634,Pukala,pukala,,cui-wd-q1194855,Q18389634,Pukala
fam-wd-q19944109,Pukis,pukis,,cui-wd-q787497,Q19944109,Kue pukis
fam-wd-q124434588,Pukjai,pukjai,,,Q124434588,Pukjai
fam-wd-q28154814,Pundi,pundi,,cui-wd-q192087,Q28154814,Pundi
fam-wd-q118574754,Pundut nasi,pundut nasi,,cui-wd-q787497,Q118574754,Pundut Nasi
fam-wd-q7261960,pustakari,pustakari,,,Q7261960,Pustakari
fam-wd-q12969705,Putok,putok,,cui-wd-q1520796,Q12969705,Putok
fam-wd-q16773140,Putri salju cake,putri salju cake,cat-cakes-and-gateaux-d8e29f50,cui-wd-q787497,Q16773140,Kue putri salju
fam-wd-q6441849,Putu piring,putu piring,,,Q6441849,Putu piring
fam-wd-q12507493,pyeonsu,pyeonsu,,,Q12507493,Pyeonsu
fam-wd-q108887239,pyzy,pyzy,,,Q108887239,Pyzy (dish)
fam-wd-q130513962,Q130513962,q130513962,,cui-wd-q192786,Q130513962,Guastedda dolce nissena
fam-wd-q134817183,Q134817183,q134817183,,,Q134817183,Isombe
fam-wd-q16566432,Q16566432,q16566432,,cui-wd-q192786,Q16566432,Iris (pastry)
fam-wd-q19716651,Q19716651,q19716651,,,Q19716651,Sang amb ceba
fam-wd-q2293198,Q2293198,q2293198,,cui-wd-q192786,Q2293198,Pani câ meusa
fam-wd-q2626283,Q2626283,q2626283,,cui-belgian-f69a2115,Q2626283,Pain à la grecque
fam-wd-q3499431,Q3499431,q3499431,,cui-wd-q192786,Q3499431,Stigghiola
fam-wd-q17072657,Qarta,qarta,,,Q17072657,Qarta
fam-wd-q2571599,qatayef,qatayef,,,Q2571599,Qatayef
fam-wd-q3373858,Qingtuan,qingtuan,,,Q3373858,Qingtuan
fam-wd-q106977722,quesabirria,quesabirria,,cui-wd-q207965,Q106977722,Quesabirria
fam-wd-q597044,Quesada Pasiega,quesada pasiega,,cui-wd-q622512,Q597044,Quesada pasiega
fam-wd-q865325,quesadilla,quesadilla,cat-wraps-and-rolls-dd6f3471,cui-wd-q207965,Q865325,Quesadilla
fam-wd-q117475843,Quiaude,quiaude,,cui-wd-q1324207,Q117475843,Quiaude
fam-wd-q7272094,quince dessert,quince dessert,,cui-wd-q654493,Q7272094,Ayva tatlısı
fam-wd-q3107885,Quindim,quindim,,cui-wd-q614394,Q3107885,Quindim
fam-wd-q13202368,Qurutob,qurutob,,,Q13202368,Qurutob
fam-wd-q5571808,ragù,ragu,cat-stews-ce00fa93,cui-wd-q6661,Q5571808,Ragù
fam-wd-q7285800,Rajas con crema,rajas con crema,,cui-wd-q207965,Q7285800,Rajas con crema
fam-wd-q21424783,Rakott krumpli,rakott krumpli,,cui-wd-q264327,Q21424783,Rakott krumpli
fam-wd-q12048787,Rakvička,rakvicka,,,Q12048787,Rakvička
fam-wd-q13644362,Ramadan pide,ramadan pide,,cui-wd-q654493,Q13644362,Ramazan pidesi
fam-wd-q234646,ramen,ramen,cat-noodle-dishes-f57723d0,,Q234646,Ramen
fam-wd-q4390491,rasstegai,rasstegai,,cui-russian-0a46376e,Q4390491,Rasstegai
fam-wd-q39046153,Rat-on-a-stick,rat on a stick,,,Q39046153,Rat-on-a-stick
fam-wd-q7296297,Rava idli,rava idli,,cui-wd-q192087,Q7296297,Rava idli
fam-wd-q20009781,raviola di ricotta of Caltanissetta,raviola di ricotta of caltanissetta,,cui-wd-q192786,Q20009781,Raviola di ricotta di Caltanissetta
fam-wd-q3420363,Raviole du Dauphiné,raviole du dauphine,,cui-wd-q6661,Q3420363,Raviole du Dauphiné
fam-wd-q3420368,Ravitoto,ravitoto,,,Q3420368,Ravitoto
fam-wd-q23461193,raw chocolate,raw chocolate,cat-confections-and-sweets-33dd665f,,Q23461193,Raw chocolate
fam-wd-q489703,Red beans and rice,red beans and rice,cat-rice-dishes-e5a0eea5,cui-american-60d23958,Q489703,Red beans and rice
fam-wd-q1721014,red curry,red curry,cat-curries-c13d2ace,cui-wd-q841984,Q1721014,Red curry
fam-wd-q1284887,red velvet cake,red velvet cake,cat-cakes-and-gateaux-d8e29f50,cui-american-60d23958,Q1284887,Red velvet cake
fam-wd-q596215,refried beans,refried beans,,cui-wd-q207965,Q596215,Refried beans
fam-wd-q21004069,Relleno Negro,relleno negro,,,Q21004069,Relleno negro
fam-wd-q643225,rempeyek,rempeyek,,cui-wd-q787497,Q643225,Rempeyek
fam-wd-q5254542,rengginang,rengginang,,cui-wd-q787497,Q5254542,Rengginang
fam-wd-q6107288,Revuelto Gramajo,revuelto gramajo,,cui-wd-q579500,Q6107288,Revuelto Gramajo
fam-wd-q1559248,ribollita,ribollita,,cui-wd-q192786,Q1559248,Ribollita
fam-wd-q12508588,rica-rica,rica rica,,cui-wd-q787497,Q12508588,Rica-rica
fam-wd-q7323065,rice and curry,rice and curry,cat-rice-dishes-e5a0eea5,,Q7323065,Rice and curry
fam-wd-q7446149,Rice Jamblang,rice jamblang,cat-rice-dishes-e5a0eea5,cui-wd-q787497,Q7446149,Nasi jamblang
fam-wd-q4201329,rice lengko,rice lengko,cat-rice-dishes-e5a0eea5,cui-wd-q787497,Q4201329,Nasi lengko
fam-wd-q95433527,Rice pudding cake,rice pudding cake,cat-rice-dishes-e5a0eea5,,Q95433527,Ryžový nákyp
fam-wd-q154043,rijstevlaai,rijstevlaai,,,Q154043,Rijstevlaai
fam-wd-q138782002,Risotto alla ticinese,risotto alla ticinese,cat-rice-dishes-e5a0eea5,,Q138782002,Risotto alla ticinese
fam-wd-q16672930,riz à l'impératrice,riz a l imperatrice,,cui-wd-q6661,Q16672930,Riz à l'impératrice
fam-wd-q860465,roast beef,roast beef,cat-braises-and-roasts-6028fcc9,,Q860465,Roast beef
fam-wd-q124714020,Roat,roat,,,Q124714020,Roat
fam-wd-q5364840,robatayaki,robatayaki,,cui-wd-q234138,Q5364840,Robatayaki
fam-wd-q1135831,Rogan josh,rogan josh,,cui-wd-q9943666,Q1135831,Rogan josh
fam-wd-q97461285,Rogel,rogel,,,Q97461285,Rogel (cake)
fam-wd-q720230,rojak,rojak,,cui-wd-q787497,Q720230,Rojak
fam-wd-q19958364,Rollò,rollo,,cui-wd-q192786,Q19958364,Rollò
fam-wd-q3441149,Romazava,romazava,,,Q3441149,Romazava
