id,name,normalized_name,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title
fam-wd-q876096,enchilada,enchilada,,cui-wd-q207965,Q876096,Enchilada
fam-wd-q5832771,Enfrijoladas,enfrijoladas,,cui-wd-q207965,Q5832771,Enfrijoladas
fam-wd-q5379416,Enormous Omelet Sandwich,enormous omelet sandwich,cat-sandwiches-116c3e15,,Q5379416,Enormous Omelet Sandwich
fam-wd-q65067382,Erachichor,erachichor,,,Q65067382,Erachichor
fam-wd-q5389704,erkuai,erkuai,,,Q5389704,Erkuai
fam-wd-q28208795,Eru,eru,,,Q28208795,Eru (soup)
fam-wd-q16975890,es buah,es buah,,cui-wd-q787497,Q16975890,Es buah
fam-wd-q3909175,es doger,es doger,,cui-wd-q787497,Q3909175,Es doger
fam-wd-q16942586,es goyobod,es goyobod,,cui-wd-q787497,Q16942586,Es goyobod
fam-wd-q135650124,Esh,esh,,,Q135650124,Esh (dish)
fam-wd-q3097864,espetada,espetada,,cui-wd-q180817,Q3097864,Espetada
fam-wd-q3044741,Esqueixada,esqueixada,,cui-wd-q622512,Q3044741,Esqueixada
fam-wd-q5642869,étouffée,etouffee,,cui-american-60d23958,Q5642869,Étouffée
fam-wd-q121379458,evil jungle prince,evil jungle prince,,cui-american-60d23958,Q121379458,Evil jungle prince
fam-wd-q47005642,Ewa Agoyin,ewa agoyin,,cui-wd-q7033037,Q47005642,Ewa aganyin
fam-wd-q1049501,Extra,extra,,cui-american-60d23958,Q1049501,Extra (gum)
fam-wd-q995376,Fabada asturiana,fabada asturiana,,cui-wd-q622512,Q995376,Fabada asturiana
fam-wd-q188788,falafel,falafel,,cui-wd-q1346230,Q188788,Falafel
fam-wd-q5435395,Farl,farl,,,Q5435395,Farl
fam-wd-q5436113,Faroese puffin,faroese puffin,,,Q5436113,Faroese puffin
fam-wd-q1397036,farofa,farofa,,cui-wd-q614394,Q1397036,Farofa
fam-wd-q1397169,Farsu magru,farsu magru,,,Q1397169,Farsu magru
fam-wd-q10280270,Fatias de Tomar,fatias de tomar,,cui-wd-q180817,Q10280270,Fatias de Tomar
fam-wd-q85760630,Fatoot samneh,fatoot samneh,,cui-wd-q62458,Q85760630,Fatoot samneh
fam-wd-q1398251,fattoush,fattoush,,,Q1398251,Fattoush
fam-wd-q19723512,fava,fava,,cui-wd-q654493,Q19723512,Fava (Turkish dish)
fam-wd-q59208435,festival,festival,,,Q59208435,Festival (food)
fam-wd-q2915859,Fettuccine Alfredo,fettuccine alfredo,cat-pasta-dishes-18ec3e4d,cui-american-60d23958,Q2915859,Fettuccine Alfredo
fam-wd-q20016,fideuà,fideua,cat-noodle-dishes-f57723d0,cui-wd-q622512,Q20016,Fideuà
fam-wd-q117481518,Fig-cake,fig cake,cat-cakes-and-gateaux-d8e29f50,,Q117481518,Fig cake (fruit)
fam-wd-q60763218,Filipino spaghetti,filipino spaghetti,cat-pasta-dishes-18ec3e4d,cui-wd-q1520796,Q60763218,Filipino spaghetti
fam-wd-q18693799,Finlandia (candy),finlandia candy,cat-confections-and-sweets-33dd665f,,Q18693799,Finlandia (candy)
fam-wd-q113038927,Fio Fio,fio fio,,,Q113038927,Fio Fio
fam-wd-q4352160,Flake,flake,,cui-wd-q918277,Q4352160,Flake (chocolate bar)
fam-wd-q8961756,flaki,flaki,,cui-wd-q756020,Q8961756,Flaki
fam-wd-q5862467,Flauta,flauta,,cui-wd-q207965,Q5862467,Flauta
fam-wd-q5462678,Fluffy Stuff,fluffy stuff,,,Q5462678,Fluffy Stuff
fam-wd-q2395693,forshmak,forshmak,,,Q2395693,Forshmak
fam-wd-q3080164,Fouée,fouee,,,Q3080164,Fouée
fam-wd-q5477799,Fraise Tagada,fraise tagada,,,Q5477799,Fraise Tagada
fam-wd-q681770,Frankfurter Würstchen,frankfurter wurstchen,,cui-wd-q47629,Q681770,Frankfurter Würstchen
fam-wd-q3087310,Freedent,freedent,,,Q3087310,Freedent
fam-wd-q3309212,French dip sandwich,french dip sandwich,cat-sandwiches-116c3e15,cui-american-60d23958,Q3309212,French dip
fam-wd-q18164838,French onion dip,french onion dip,cat-dips-and-spreads-3b58ecf2,cui-american-60d23958,Q18164838,French onion dip
fam-wd-q30737843,French tacos,french tacos,,cui-wd-q6661,Q30737843,French tacos
fam-wd-q938386,Fricasse,fricasse,,cui-wd-q1328433,Q938386,Fricasse
fam-wd-q5503409,Fricot,fricot,,,Q5503409,Fricot
fam-wd-q1756289,fried bread,fried bread,cat-breads-and-loaves-c2814f9c,,Q1756289,Fried bread
fam-wd-q5503619,fried eggplant,fried eggplant,cat-fried-dishes-and-fritters-31bc2558,,Q5503619,Fried eggplant
fam-wd-q1465330,fried ice cream,fried ice cream,cat-fried-dishes-and-fritters-31bc2558,,Q1465330,Fried ice cream
fam-wd-q5503628,fried plantain,fried plantain,cat-fried-dishes-and-fritters-31bc2558,,Q5503628,Fried plantain
fam-wd-q1076874,fried rice,fried rice,cat-rice-dishes-e5a0eea5,,Q1076874,Fried rice
fam-wd-q152088,fries,fries,cat-snacks-and-street-food-7e6d6760,cui-belgian-f69a2115,Q152088,French fries
fam-wd-q1464898,frikandel,frikandel,,,Q1464898,Frikandel
fam-wd-q85762176,Fritas de prasa,fritas de prasa,,cui-wd-q62458,Q85762176,Fritas de prasa
fam-wd-q5506126,Frooties,frooties,,,Q5506126,Frooties
fam-wd-q137785263,Frozen salad,frozen salad,cat-salads-aa3e870c,,Q137785263,Frozen salad
fam-wd-q5506367,Fruit Gushers,fruit gushers,,,Q5506367,Fruit Gushers
fam-wd-q152834,fruit salad,fruit salad,cat-salads-aa3e870c,,Q152834,Fruit salad
fam-wd-q2620136,Fruit-tella,fruit tella,,,Q2620136,Fruit-tella
fam-wd-q1471040,Frutta martorana,frutta martorana,,cui-wd-q192786,Q1471040,Frutta martorana
fam-wd-q379138,fudge,fudge,cat-confections-and-sweets-33dd665f,cui-american-60d23958,Q379138,Fudge
fam-wd-q941004,fufu,fufu,,,Q941004,Fufu
fam-wd-q1473422,Ful medames,ful medames,,cui-wd-q1346230,Q1473422,Ful medames
fam-wd-q60150397,Funchoza,funchoza,,,Q60150397,Funchoza
fam-wd-q7202578,Gabacai,gabacai,,,Q7202578,Guoba Cuisine
fam-wd-q950976,gachas,gachas,,cui-wd-q622512,Q950976,Gachas
fam-wd-q209304,gado-gado,gado gado,,cui-wd-q787497,Q209304,Gado-gado
fam-wd-q896508,Gaisburger Marsch,gaisburger marsch,,cui-wd-q47629,Q896508,Gaisburger Marsch
fam-wd-q5517536,gajak,gajak,,cui-wd-q192087,Q5517536,Gajak
fam-wd-q5317729,gajar ka halwa,gajar ka halwa,,cui-wd-q192087,Q5317729,Gajar ka halwa
fam-wd-q923729,galantine,galantine,,cui-wd-q6661,Q923729,Galantine
fam-wd-q12233354,galayet bandora,galayet bandora,,cui-wd-q2915172,Q12233354,Qalayet bandora
fam-wd-q5371702,galbi-jjim,galbi jjim,,cui-wd-q647500,Q5371702,Galbi-jjim
fam-wd-q3094712,galette-saucisse,galette saucisse,,cui-wd-q6661,Q3094712,Galette-saucisse
fam-wd-q109820549,Galician bread,galician bread,cat-breads-and-loaves-c2814f9c,cui-wd-q622512,Q109820549,Galician bread
fam-wd-q5875021,Gambas con gabardina,gambas con gabardina,,,Q5875021,Gambas con gabardina
fam-wd-q3083513,Garbure,garbure,,cui-wd-q6661,Q3083513,Garbure
fam-wd-q5522421,garden salad,garden salad,cat-salads-aa3e870c,,Q5522421,Garden salad
fam-wd-q5523464,Garlic fingers,garlic fingers,,cui-wd-q1324207,Q5523464,Garlic fingers
fam-wd-q15121455,garlic soup,garlic soup,cat-soups-58c2caa7,,Q15121455,Garlic soup
fam-wd-q683495,gâteau Basque,gateau basque,cat-cakes-and-gateaux-d8e29f50,,Q683495,Gâteau Basque
fam-wd-q1408045,Gatsby,gatsby,,,Q1408045,Gatsby (sandwich)
fam-wd-q5528400,Gavvalu,gavvalu,,cui-wd-q192087,Q5528400,Sweet shells
fam-wd-q2364865,gazelle ankles,gazelle ankles,,,Q2364865,Gazelle ankles
fam-wd-q1146771,gefilte fish,gefilte fish,cat-seafood-dishes-67642233,,Q1146771,Gefilte fish
fam-wd-q4264051,geplak,geplak,,cui-wd-q787497,Q4264051,Geplak
fam-wd-q5262528,Getuk,getuk,,cui-wd-q787497,Q5262528,Gethuk
fam-wd-q12484057,Getuk Goreng,getuk goreng,,cui-wd-q787497,Q12484057,Getuk goreng
fam-wd-q3104777,Ghapama,ghapama,,cui-wd-q684343,Q3104777,Ghapama
fam-wd-q5560177,Gigandes plaki,gigandes plaki,,,Q5560177,Gigantes plaki
fam-wd-q107047575,gilgeori toast,gilgeori toast,,cui-wd-q647500,Q107047575,Gilgeori toast
fam-wd-q495360,gimbap,gimbap,,cui-wd-q647500,Q495360,Gimbap
fam-wd-q17035821,ginger duck,ginger duck,,,Q17035821,Ginger duck
fam-wd-q5565095,Githeri,githeri,,,Q5565095,Githeri
fam-wd-q3769881,Giurgiulena,giurgiulena,,cui-wd-q192786,Q3769881,Giurgiulena
fam-wd-q976073,Givré,givre,,,Q976073,Givré
fam-wd-q107357232,gizdodo,gizdodo,,cui-wd-q7033037,Q107357232,Gizdodo
fam-wd-q7723658,glogg,glogg,,,Q7723658,Glögg
fam-wd-q5574228,Gnetum africanum,gnetum africanum,,,Q5574228,Gnetum africanum
fam-wd-q1533235,gnocchi alla romana,gnocchi alla romana,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q1533235,Gnocchi alla romana
fam-wd-q25220535,goat meat pepper soup,goat meat pepper soup,cat-soups-58c2caa7,cui-wd-q7033037,Q25220535,Goat meat pepper soup
fam-wd-q7799573,gỏi cuốn,goi cuon,,cui-wd-q826059,Q7799573,Gỏi cuốn
fam-wd-q60761452,Goto,goto,,cui-wd-q1520796,Q60761452,Goto (food)
fam-wd-q205762,goulash,goulash,cat-stews-ce00fa93,,Q205762,Goulash
fam-wd-q1420371,Goxua,goxua,,,Q1420371,Goxua
fam-wd-q112261855,Goyang,goyang,,,Q112261855,Goyang (fermented food)
fam-wd-q713869,grass jelly,grass jelly,cat-puddings-and-custards-1664b0f1,,Q713869,Grass jelly
fam-wd-q240801,Greek salad,greek salad,cat-salads-aa3e870c,cui-wd-q744027,Q240801,Greek salad
fam-wd-q51796021,grilled cheese,grilled cheese,,,Q51796021,Grilled cheese
fam-wd-q53698181,grilled cold noodles,grilled cold noodles,,,Q53698181,Grilled cold noodles
fam-wd-q10316276,Grilled Lapas,grilled lapas,,cui-wd-q180817,Q10316276,Grilled limpets
fam-wd-q85764627,griot,griot,,,Q85764627,Griot (food)
fam-wd-q685680,Grünkohlessen,grunkohlessen,,,Q685680,Grünkohlessen
fam-wd-q1367718,gu lou juk,gu lou juk,,,Q1367718,Sweet and sour pork
fam-wd-q5613295,Guagua de pan,guagua de pan,,,Q5613295,T'anta wawa
fam-wd-q5613356,Guajolota,guajolota,,cui-wd-q207965,Q5613356,Guajolota
fam-wd-q5615325,Gui,gui,,,Q5615325,Gui (food)
fam-wd-q702692,gujeolpan,gujeolpan,,,Q702692,Gujeolpan
fam-wd-q1554207,gulab jamun,gulab jamun,,cui-wd-q1089120,Q1554207,Gulab jamun
fam-wd-q30607840,Gulgula,gulgula,,cui-wd-q192087,Q30607840,Gulgula (doughnut)
fam-wd-q1501043,güllaç,gullac,,cui-wd-q654493,Q1501043,Güllaç
fam-wd-q3503333,gulyásleves,gulyasleves,,cui-wd-q264327,Q3503333,Gulyásleves
fam-wd-q113023113,Gurasa,gurasa,,cui-wd-q7033037,Q113023113,Gurasa
fam-wd-q16573500,Gushtab,gushtab,,cui-wd-q192087,Q16573500,Goshtaab
fam-wd-q1703796,Hákarl,hakarl,,,Q1703796,Hákarl
fam-wd-q24027629,Halal snack pack,halal snack pack,cat-snacks-and-street-food-7e6d6760,cui-wd-q783010,Q24027629,Halal snack pack
fam-wd-q12208569,Halawet el Jibn,halawet el jibn,,cui-wd-q4119264,Q12208569,Halawet el jibn
fam-wd-q3085085,hallaca,hallaca,,,Q3085085,Hallaca
fam-wd-q5643212,Hallulla,hallulla,,cui-wd-q1145205,Q5643212,Hallulla
fam-wd-q5643900,ham and egg bun,ham and egg bun,cat-breads-and-loaves-c2814f9c,,Q5643900,Ham and egg bun
fam-wd-q1572563,ham and eggs,ham and eggs,,,Q1572563,Ham and eggs
fam-wd-q6663,hamburger,hamburger,cat-burgers-09c6dfae,cui-american-60d23958,Q6663,Hamburger
fam-wd-q3062329,Hampen,hampen,,cui-wd-q234138,Q3062329,Hanpen
fam-wd-q111938080,Happy pizza,happy pizza,cat-flatbreads-and-pizzas-f0961fe2,cui-wd-q139430,Q111938080,Happy pizza
fam-wd-q1513612,Harira,harira,,cui-wd-q1150262,Q1513612,Harira
fam-wd-q1479399,hash,hash,,,Q1479399,Hash (food)
fam-wd-q121115158,Hash,hash,,,Q121115158,Hash (stew)
fam-wd-q65050205,Hausa koko,hausa koko,,,Q65050205,Koko (millet porridge)
fam-wd-q590076,Hawaiian pizza,hawaiian pizza,cat-flatbreads-and-pizzas-f0961fe2,cui-wd-q1324207,Q590076,Hawaiian pizza
fam-wd-q5684686,Hawawshi,hawawshi,,cui-wd-q1346230,Q5684686,Hawawshi
fam-wd-q28224410,籺(hé),he,,,Q28224410,Et (Chinese pastry)
fam-wd-q4373369,heotjesabap,heotjesabap,,cui-wd-q647500,Q4373369,Heotjesatbap
fam-wd-q97609970,Herculaneum loaf,herculaneum loaf,cat-breads-and-loaves-c2814f9c,,Q97609970,Herculaneum loaf
fam-wd-q28455660,hergma,hergma,,,Q28455660,Hergma
fam-wd-q16928375,herring soup,herring soup,cat-soups-58c2caa7,,Q16928375,Herring soup
fam-wd-q5744477,Hershey's Drops,hershey s drops,,,Q5744477,Hershey's Drops
fam-wd-q5750159,Hi-Chew,hi chew,,cui-wd-q234138,Q5750159,Hi-Chew
fam-wd-q2592256,Hochepot,hochepot,,,Q2592256,Hochepot
fam-wd-q878318,Hochzeitssuppe,hochzeitssuppe,,cui-wd-q47629,Q878318,Hochzeitssuppe
fam-wd-q8017486,hoe-deopbap,hoe deopbap,,cui-wd-q647500,Q8017486,Hoe-deopbap
fam-wd-q20009814,Holy Spina,holy spina,,cui-wd-q192786,Q20009814,Holy Spina (sweet)
fam-wd-q11326596,honey toast,honey toast,,cui-wd-q234138,Q11326596,Honey toast
fam-wd-q109409667,honey walnut shrimp,honey walnut shrimp,cat-seafood-dishes-67642233,,Q109409667,Honey walnut shrimp
fam-wd-q1328462,honeycomb toffee,honeycomb toffee,,,Q1328462,Honeycomb toffee
fam-wd-q18693805,Hopeatoffee,hopeatoffee,,,Q18693805,Hopeatoffee
fam-wd-q1495867,Hopje,hopje,,,Q1495867,Hopje
fam-wd-q385808,hornazo,hornazo,,cui-wd-q622512,Q385808,Hornazo
fam-wd-q135921153,Hot beef commercial,hot beef commercial,,cui-american-60d23958,Q135921153,Hot beef commercial
fam-wd-q135921156,Hot dago,hot dago,,,Q135921156,Hot dago
fam-wd-q496999,hotteok,hotteok,,cui-wd-q647500,Q496999,Hotteok
fam-wd-q3141745,Hrous,hrous,,,Q3141745,Hrous
fam-wd-q85767584,Hsi htamin,hsi htamin,,,Q85767584,Hsi htamin
fam-wd-q27909648,Hủ tiếu,hu tieu,,cui-wd-q826059,Q27909648,Hủ tiếu
fam-wd-q11682627,Huarache,huarache,,,Q11682627,Huarache (food)
fam-wd-q1632941,Hubba Bubba,hubba bubba,,,Q1632941,Hubba Bubba
fam-wd-q5904313,Huevos estrellados,huevos estrellados,,,Q5904313,Huevos rotos
fam-wd-q2681008,huevos rancheros,huevos rancheros,,cui-wd-q207965,Q2681008,Huevos rancheros
fam-wd-q542790,hujiao bing,hujiao bing,,,Q542790,Hujiao bing
fam-wd-q60740502,Humba,humba,,cui-wd-q1520796,Q60740502,Humba
fam-wd-q6027429,hünkârbeğendi,hunkarbegendi,,cui-wd-q654493,Q6027429,Hünkârbeğendi
fam-wd-q30324437,Hunter's chicken,hunter s chicken,,cui-wd-q6661,Q30324437,Chicken chasseur
fam-wd-q703147,hwajeon,hwajeon,,cui-wd-q647500,Q703147,Hwajeon
fam-wd-q2445410,Hyderabadi biryani,hyderabadi biryani,cat-rice-dishes-e5a0eea5,,Q2445410,Hyderabadi biryani
fam-wd-q16182271,I fu mie,i fu mie,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q16182271,Ifumi
fam-wd-q1156634,ice cream cone,ice cream cone,,cui-wd-q192786,Q1156634,Ice cream cone
fam-wd-q137565863,Ie bu peudah,ie bu peudah,,cui-wd-q787497,Q137565863,Ie bu peudah
fam-wd-q263351,Iekei Ramen,iekei ramen,cat-noodle-dishes-f57723d0,,Q263351,Iekei ramen
fam-wd-q109039280,Ifisashi,ifisashi,,,Q109039280,Ifisashi
fam-wd-q12964893,Igado,igado,,cui-wd-q1520796,Q12964893,Igado
fam-wd-q11259099,ikinaridango,ikinaridango,,cui-wd-q234138,Q11259099,Ikinari Dango
fam-wd-q2138334,ikizukuri,ikizukuri,,cui-wd-q234138,Q2138334,Ikizukuri
fam-wd-q136485229,Ikọkọrẹ,ikokore,,cui-wd-q7033037,Q136485229,Ikokore
fam-wd-q126284886,Ila Alasepo,ila alasepo,,cui-wd-q7033037,Q126284886,Ila Alasepo
fam-wd-q5914438,Imperial ruso,imperial ruso,,cui-wd-q579500,Q5914438,Imperial ruso
fam-wd-q25066353,Indori Poha,indori poha,,cui-wd-q192087,Q25066353,Indori poha
fam-wd-q44506308,injo-gogi-bap,injo gogi bap,,,Q44506308,Injo-gogi-bap
fam-wd-q6038850,Instant rice,instant rice,cat-rice-dishes-e5a0eea5,,Q6038850,Instant rice
fam-wd-q1227144,Intxaursaltsa,intxaursaltsa,,,Q1227144,Intxaursaltsa
fam-wd-q2580257,Ipoh white coffee,ipoh white coffee,,,Q2580257,Ipoh white coffee
fam-wd-q6080770,Isi ewu,isi ewu,,cui-wd-q7033037,Q6080770,Isi ewu
fam-wd-q2904240,Israeli salad,israeli salad,cat-salads-aa3e870c,cui-wd-q62458,Q2904240,Israeli salad
fam-wd-q1537922,isterband,isterband,,,Q1537922,Isterband
fam-wd-q12486868,Itak Gurgur,itak gurgur,,cui-wd-q787497,Q12486868,Itak gurgur
fam-wd-q12812924,Izmir bomb,izmir bomb,,cui-wd-q654493,Q12812924,İzmir Bomb Kurabiye
fam-wd-q6125429,Jakoten,jakoten,,cui-wd-q234138,Q6125429,Jakoten
fam-wd-q20427131,Jalangkote,jalangkote,,cui-wd-q787497,Q20427131,Jalangkote
fam-wd-q120961670,Jam tart,jam tart,cat-pies-and-pastries-eefde59e,cui-wd-q918277,Q120961670,Jam tart
fam-wd-q1364509,jambalaya,jambalaya,,,Q1364509,Jambalaya
fam-wd-q715040,japchae,japchae,cat-noodle-dishes-f57723d0,cui-wd-q647500,Q715040,Japchae
fam-wd-q136346177,Jar jow,jar jow,,,Q136346177,Jar jow
fam-wd-q30671978,Java Rice,java rice,cat-rice-dishes-e5a0eea5,cui-wd-q1520796,Q30671978,Java rice
fam-wd-q19746552,Javanese fried rice,javanese fried rice,cat-rice-dishes-e5a0eea5,cui-wd-q787497,Q19746552,Javanese fried rice
fam-wd-q6297757,Jaynagarer Moa,jaynagarer moa,,cui-wd-q192087,Q6297757,Jaynagarer Moa
fam-wd-q136393839,Jellied moose nose,jellied moose nose,,,Q136393839,Jellied moose nose
fam-wd-q96185152,Jello shot,jello shot,,,Q96185152,Jello shot
fam-wd-q2202018,Jengyal bread,jengyal bread,cat-breads-and-loaves-c2814f9c,,Q2202018,Zhingyalov hats
fam-wd-q6177646,Jenkki,jenkki,,,Q6177646,Jenkki
fam-wd-q6192239,Jif,jif,,,Q6192239,Jif (peanut butter)
fam-wd-q6192335,Jiggs dinner,jiggs dinner,,cui-wd-q1324207,Q6192335,Jiggs dinner
fam-wd-q2023763,Jin deui,jin deui,,cui-wd-q787497,Q2023763,Jian dui
fam-wd-q549081,Jing jiang rou si,jing jiang rou si,,,Q549081,Jingjiang rousi
fam-wd-q57981532,jipang,jipang,,cui-wd-q787497,Q57981532,Jipang (food)
fam-wd-q134503399,Jolbhora Sandesh,jolbhora sandesh,,,Q134503399,Jolbhora Sandesh
fam-wd-q816663,jollof rice,jollof rice,cat-rice-dishes-e5a0eea5,cui-wd-q7033037,Q816663,Jollof rice
fam-wd-q6279092,Jos. Louis,jos louis,,,Q6279092,Jos Louis
fam-wd-q980300,joulutorttu,joulutorttu,,,Q980300,Joulutorttu
fam-wd-q2835652,Judías de El Barco de Ávila,judias de el barco de avila,,cui-wd-q622512,Q2835652,Judías de El Barco de Ávila
fam-wd-q2974872,Jugging,jugging,,,Q2974872,Jugging
fam-wd-q8086165,Juicy Fruit,juicy fruit,,cui-american-60d23958,Q8086165,Juicy Fruit
fam-wd-q6934262,Julekake,julekake,,,Q6934262,Julekake
fam-wd-q6343722,kabab torsh,kabab torsh,,,Q6343722,Kabab torsh
fam-wd-q14552200,Kadayif,kadayif,,,Q14552200,Kadayif
fam-wd-q135437350,Kadayif noodles,kadayif noodles,,,Q135437350,Kadayif noodles
fam-wd-q1720986,Kadu bouranee,kadu bouranee,,,Q1720986,Kadu bouranee
fam-wd-q105626150,"Kadyos, baboy, kag langka",kadyos baboy kag langka,,,Q105626150,"Kadyos, baboy, kag langka"
fam-wd-q105628576,"Kadyos, manok, kag ubad",kadyos manok kag ubad,,,Q105628576,"Kadyos, manok, kag ubad"
fam-wd-q45344116,KafBikh,kafbikh,,cui-wd-q9943666,Q45344116,Kafbikh
fam-wd-q11676485,Kagoshima ramen,kagoshima ramen,cat-noodle-dishes-f57723d0,cui-wd-q234138,Q11676485,Kagoshima ramen
fam-wd-q6009729,kağıt kebabı,kagt kebab,cat-skewers-and-grilled-dishes-08780632,cui-wd-q654493,Q6009729,Kağıt kebabı
fam-wd-q11398680,Kajiki Manjū,kajiki manju,,,Q11398680,Kajiki Manjū
fam-wd-q17635889,kak'ik,kak ik,,,Q17635889,Kak'ik
fam-wd-q905204,kakigōri,kakigori,,cui-wd-q234138,Q905204,Kakigōri
fam-wd-q612661,kalakukko,kalakukko,,,Q612661,Kalakukko
fam-wd-q3043512,Kalamay,kalamay,,cui-wd-q1520796,Q3043512,Kalamay
fam-wd-q19573003,kale noodles,kale noodles,cat-noodle-dishes-f57723d0,cui-wd-q787497,Q19573003,Mie kangkung
fam-wd-q19943522,Kalio,kalio,,cui-wd-q787497,Q19943522,Kalio
fam-wd-q122782077,Kampot fish sauce,kampot fish sauce,cat-sauces-and-condiments-10f97308,cui-wd-q139430,Q122782077,Kampot fish sauce
fam-wd-q125457823,Kampot Pepper Crab,kampot pepper crab,cat-seafood-dishes-67642233,,Q125457823,Kampot pepper crab
fam-wd-q60775555,Kandu Kukulhu,kandu kukulhu,,,Q60775555,Kandu kukulhu
fam-wd-q85773496,Kanika,kanika,cat-rice-dishes-e5a0eea5,cui-wd-q192087,Q85773496,Kanika (food)
fam-wd-q96385320,Kanji,kanji,,cui-wd-q192087,Q96385320,Kanji (food)
fam-wd-q578473,kapsalon,kapsalon,,,Q578473,Kapsalon
fam-wd-q12489250,Kapurung,kapurung,,cui-wd-q787497,Q12489250,Kapurung
fam-wd-q6367928,Karah Parshad,karah parshad,,,Q6367928,Karah Parshad
fam-wd-q4203530,karedok,karedok,,cui-wd-q787497,Q4203530,Karedok
fam-wd-q3497556,karnıyarık,karnyark,,cui-wd-q654493,Q3497556,Karnıyarık
fam-wd-q2915389,Karpas,karpas,,,Q2915389,Karpas
fam-wd-q136834487,Karsi khorovats,karsi khorovats,,cui-wd-q684343,Q136834487,Karsi khorovats
fam-wd-q1124851,Käsespätzle,kasespatzle,cat-noodle-dishes-f57723d0,cui-wd-q47629,Q1124851,Käsespätzle
fam-wd-q6374193,Kasha varnishkes,kasha varnishkes,,,Q6374193,Kasha varnishkes
fam-wd-q134562216,Kashiwameshi,kashiwameshi,,cui-wd-q234138,Q134562216,Kashiwameshi
fam-wd-q16937065,Kashk e badamjan,kashk e badamjan,,cui-wd-q9943666,Q16937065,Kashk bademjan
fam-wd-q3391174,Katemak,katemak,,cui-wd-q787497,Q3391174,Katemak
fam-wd-q120824242,Katt Bafla,katt bafla,,,Q120824242,Katt bafla
fam-wd-q2354397,kecap manis,kecap manis,,cui-wd-q787497,Q2354397,Sweet soy sauce
fam-wd-q113070433,Kekefia,kekefia,,cui-wd-q7033037,Q113070433,Kekefia
fam-wd-q12490514,Kelan Antep,kelan antep,,cui-wd-q787497,Q12490514,Kelan antep
fam-wd-q5690994,Kelane,kelane,,,Q5690994,Kelane (bread)
fam-wd-q18043321,Kemalpaşa dessert,kemalpasa dessert,,cui-wd-q654493,Q18043321,Kemal Pasha dessert
fam-wd-q6387099,Kemplang,kemplang,,cui-wd-q787497,Q6387099,Kemplang
fam-wd-q123910268,Kentucky Cream Candy,kentucky cream candy,cat-confections-and-sweets-33dd665f,,Q123910268,Kentucky cream candy
fam-wd-q6393299,kerak telor,kerak telor,,cui-wd-q787497,Q6393299,Kerak telor
fam-wd-q85774104,Kerala beef fry,kerala beef fry,,cui-wd-q192087,Q85774104,Kerala beef fry
fam-wd-q6394874,Kesaria Peda,kesaria peda,,,Q6394874,Kesaria Peda
fam-wd-q17079448,keshi yena,keshi yena,,,Q17079448,Keshi yena
fam-wd-q3195568,Kesra,kesra,,cui-wd-q3006881,Q3195568,Kesra (bread)
fam-wd-q6395436,Ketoprak,ketoprak,,cui-wd-q787497,Q6395436,Ketoprak (dish)
fam-wd-q19727704,keumamah,keumamah,,cui-wd-q787497,Q19727704,Keumamah
fam-wd-q16988974,KFC Original Recipe,kfc original recipe,,,Q16988974,KFC Original Recipe
fam-wd-q28454364,Khanom babin,khanom babin,,,Q28454364,Khanom babin
fam-wd-q13013252,Khanom tan,khanom tan,,cui-wd-q841984,Q13013252,Khanom tan
fam-wd-q17000111,Khanom thuai,khanom thuai,,cui-wd-q841984,Q17000111,Khanom thuai
fam-wd-q85774221,Khao Jee Pâté,khao jee pate,cat-dips-and-spreads-3b58ecf2,,Q85774221,Khao jee pâté
fam-wd-q13013315,khao kha mu,khao kha mu,,cui-wd-q841984,Q13013315,Khao kha mu
fam-wd-q65072654,Khao mu daeng,khao mu daeng,,cui-wd-q841984,Q65072654,Khao mu daeng
fam-wd-q2478703,khichri,khichri,,,Q2478703,Khichdi (dish)
fam-wd-q10779714,Khô cá lóc,kho ca loc,,,Q10779714,Khô cá lóc
fam-wd-q5954806,Khoresh karafs,khoresh karafs,,,Q5954806,Khoresh karafs
fam-wd-q10369989,Khoresht mast,khoresht mast,,,Q10369989,Khoresht mast
fam-wd-q6403206,Khushka Rice,khushka rice,cat-rice-dishes-e5a0eea5,,Q6403206,Khushka Rice
fam-wd-q65066634,Kiampong,kiampong,,cui-wd-q1520796,Q65066634,Kiampong
fam-wd-q1988970,kibinai,kibinai,,,Q1988970,Kibinai
fam-wd-q6404116,Kichadi,kichadi,cat-rice-dishes-e5a0eea5,cui-wd-q192087,Q6404116,Kichadi
fam-wd-q6405076,Kidyo,kidyo,,cui-wd-q192087,Q6405076,Kidyo
fam-wd-q65044294,Kikomando,kikomando,,,Q65044294,Kikomando
fam-wd-q1275518,kilishi,kilishi,,cui-wd-q7033037,Q1275518,Kilishi
fam-wd-q104881657,King's Hand,king s hand,,,Q104881657,King's Hand
fam-wd-q18693814,Kiss-Kiss,kiss kiss,,,Q18693814,Kiss-Kiss
fam-wd-q20639980,Kisses (confectionery),kisses confectionery,,,Q20639980,Kisses (confectionery)
fam-wd-q111914087,Kissuto rombo,kissuto rombo,,,Q111914087,Kissuto rombo
fam-wd-q430583,kkakdugi,kkakdugi,,,Q430583,Kkakdugi
